AAPL R735QTJ8XC9X,AAPL,307.65,48719640,14988597246,False,0.9949942,0.25
AIG R735QTJ8XC9X,AIG,24.96,6181733,154296055,False,0.964624,1
BHE WQVYDSP9UNOL,BHE,111.29,16221,1805235,False,0.7179694,1
BNO UN3IMQ2JU1YD,BNO,7.71,2367766,18255475,False,1,1
CES WQVYDSP9UNOL,CES,75.14,14028,1054063,False,1,1
EEM SNQLASP67O85,EEM,36.39,54489611,1982876944,False,0.9840525,1
FB V6OIPNZEM8V9,FB,205.1,20126486,4127942278,False,1,1
GOOCV VP83T1ZUHROL,GOOG,1349.33,1760887,2376017655,False,1,1
GOOG T1AZ164W5VTX,GOOGL,1348.33,1923109,2592985557,False,1,1
IBM R735QTJ8XC9X,IBM,115.73,5694609,659037099,False,0.9601371,1
IWM RV0PWMLXVHPH,IWM,122.72,54119700,6641569584,False,0.9878948,1
NB R735QTJ8XC9X,BAC,20.87,109512046,2285516400,False,0.9752518,1
QQQ RIWIV7K5Z9LX,QQQ,219.34,61854906,13567255082,False,0.993752,1
SPY R735QTJ8XC9X,SPY,281.6,126198350,35537455360,False,0.9842156,1
USO THORT68ZZSYT,USO,20.6,9824760,202390056,False,1,1
UW R735QTJ8XC9X,WM,96.52,2167680,209224473,False,0.9810387,1
